image_path,classes
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S2_[7][39].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S2_[7][3].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S2_[9][13].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[10][17].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[10][34].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[10][42].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[10][64].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[10][71].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[11][18].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[11][1].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[11][49].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[12][17].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[12][78].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[6][21].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[6][63].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[6][66].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[7][30].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[7][61].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[8][39].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[9][32].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S3_[9][38].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[10][46].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[11][25].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[11][60].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[11][68].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[13][25].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[13][59].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[13][62].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[14][26].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[14][2].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[14][82].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[14][87].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[14][9].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[15][2].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[15][33].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[15][45].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[15][54].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[15][59].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[16][18].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[16][53].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[16][64].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[16][78].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[17][10].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[17][5].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S4_[17][65].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[10][1].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[12][26].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[12][37].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[12][3].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[12][40].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[12][69].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[12][73].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[12][7].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[13][22].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[13][31].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[13][42].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[14][11].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[14][16].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[14][19].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[14][1].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[14][24].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[14][28].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[14][36].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[14][43].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[14][4].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[15][40].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[15][47].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[16][13].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[16][19].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[17][20].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[17][60].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[17][73].png,12
data\dataset_2_split\train\images\RRT-13R_Img3_A80_S5_[19][15].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S1_[5][7].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S1_[6][22].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S1_[6][8].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S1_[8][18].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S2_[1][34].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S2_[2][43].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S2_[4][21].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S2_[5][28].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S2_[6][29].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S2_[7][19].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S2_[8][1].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[10][42].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[11][36].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[11][9].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[12][14].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[13][19].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[13][73].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[6][56].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[8][46].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[8][48].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[9][2].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[9][36].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S3_[9][77].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[12][10].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[12][63].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[12][78].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[14][68].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[15][36].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[15][42].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[15][71].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[15][74].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[16][3].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[17][20].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[17][86].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[17][9].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[18][84].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[18][87].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S4_[18][91].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[11][1].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[11][57].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[13][28].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[13][44].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[13][53].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[13][59].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[14][31].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[14][34].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[14][43].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[14][45].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[14][50].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[14][6].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[15][27].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[15][38].png,12
data\dataset_2_split\train\images\RRT-13R_Img4_A80_S5_[18][51].png,12
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[3][13].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[3][28].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[3][39].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[3][45].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[3][59].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[3][72].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[4][7].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[5][33].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[5][43].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[5][47].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[5][6].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[5][75].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[6][73].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[6][75].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[6][83].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S1_[7][51].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S2_[4][10].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S2_[7][3].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S2_[7][5].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S2_[7][86].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S2_[8][84].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S3_[8][13].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S3_[8][29].png,4
data\dataset_2_split\train\images\RRT-20R_Img1_A80_S4_[9][90].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[2][26].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[2][8].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[3][54].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[5][64].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[5][80].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[5][90].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[6][34].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[6][37].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[6][45].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[6][52].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[6][90].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[7][49].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[7][62].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S1_[7][6].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S2_[4][24].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S2_[4][36].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S2_[4][5].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S2_[4][70].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S2_[6][1].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S2_[7][26].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S2_[7][37].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S2_[7][79].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[6][52].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[6][63].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[6][72].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[6][77].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[7][29].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[7][32].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[7][64].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[8][1].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[8][27].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[8][34].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[8][38].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[8][61].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[9][49].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S3_[9][78].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[10][52].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[10][93].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[11][45].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[11][52].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[6][12].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[7][44].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[8][72].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[8][77].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[8][92].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S4_[9][70].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S5_[11][46].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S5_[13][51].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S5_[7][27].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S5_[7][31].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S5_[8][24].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S5_[8][31].png,4
data\dataset_2_split\train\images\RRT-20R_Img2_A80_S5_[8][49].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[2][14].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[2][20].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[2][2].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[3][12].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[3][18].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[3][59].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[3][61].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[3][74].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[3][91].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[3][9].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[4][22].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[4][32].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[4][37].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[4][45].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[4][63].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[4][65].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[4][72].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[4][91].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[5][10].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[5][24].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[5][34].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[5][43].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[5][4].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[5][52].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[5][88].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[6][54].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[6][63].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[6][72].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[6][82].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[6][9].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[7][38].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[7][76].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[8][13].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[8][33].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S1_[8][44].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[4][57].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[4][63].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[4][7].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[5][9].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[6][2].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[6][43].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[6][68].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[6][70].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[7][1].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[7][24].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[7][70].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[7][73].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[8][37].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[8][3].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[8][45].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[8][4].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[8][59].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[8][83].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[8][90].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[9][10].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[9][25].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[9][2].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S2_[9][42].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[10][27].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[10][3].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[6][31].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[6][33].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[6][42].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[6][47].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[6][73].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[6][76].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[7][2].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[7][48].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[7][5].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[7][77].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[8][26].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[8][32].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[8][40].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[8][79].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[9][26].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[9][55].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S3_[9][74].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[10][59].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[10][86].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[11][67].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[11][73].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[11][87].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[11][91].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[12][90].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[6][11].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[6][16].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[7][47].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[7][56].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[7][58].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[7][66].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[8][47].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[9][44].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S4_[9][67].png,4
data\dataset_2_split\train\images\RRT-20R_Img3_A80_S5_[10][21].png,4
